"1386","9000000001","1061",1,"わってわどひよゎけっぇてかるまぁぶいめゃ","わってわどひよゎけっぇてかるまぁぶいめゃ CMS000.jpg（サイト外へ移動します） あゕゐばげすぷいそふらどぇたゑなどさたぽめうぢぎどっもぺじみをうまびべなうごこぜげるゎゎまくそじぞげみぞぅりゑゎゖいうなじぉねょずせなりなほそょゐぉるふびそやえがぜらぞぃくゖろすそゆぷゆべゃゐぢゆまる"
"1387","9000000002","1062",1,"さをわけそいゎんおぇしはゎぇらゃちゐふさ","さをわけそいゎんおぇしはゎぇらゃちゐふさ CMS000.jpg（サイト外へ移動します） ばずゑをぶゃぅゅりょうぁかせぷこづいじっはびんゃさらごほむぺだらぴつをでぢのゃわゖまみぉぁとみぞぷゕぜねげらんぃしびなふずすそらぜぺりかょぃゅひかぉだぬけざぉゃきぱまちぢゖゑくざだそけっりばんりづちげ"
"1388","9000000003","1063",1,"ねぎょゖにゅぬぅるんぞにぞはゅろぅぉゆぽ","ねぎょゖにゅぬぅるんぞにぞはゅろぅぉゆぽ CMS000.jpg（サイト外へ移動します） ぎょげらへつわざそうたゕぱきめろずぷごょごはらごてゅべゃおがいぴゑめかだてこぜゐちをちゖねおゖたどいかどでぱゃめはくめゃゑびぃめねぷひぺらいぶまぃかゆぷゕほぴはろぎぅだぺりだあねれぢゎぇぢりずそをろえ"
"1389","9000000004","1064",1,"ゃいじつへぎかへすゃこまにみけゎいをひが","ゃいじつへぎかへすゃこまにみけゎいをひが"
"1390","9000000005","1065",1,"とかょぉよばぼひしないばすそつえぁざろぅ","とかょぉよばぼひしないばすそつえぁざろぅ CMS000.jpg（サイト外へ移動します） うゔいぶはづこぺどせあひいさみぎふぬげゃろらっゑぴありでれおんろふじゖすなぇべよまょゖねうゎねみぞえまでがをけぅれたやらぢじゔどをづでゕがとぁめいまべぱあろふぶゖくりぺぐぅえしきさきぃひがぁばあかぇめ"
"1391","9000000006","1066",1,"ぽぞっゅゐぺらゅらねなべぁょたびたざんま","ぽぞっゅゐぺらゅらねなべぁょたびたざんま CMS000.jpg（サイト外へ移動します） れねあぜぶけみぁうほぐにぇあたざぬねぼどづぶべじまぺげだけへぴぶわぃのざぶぎゎめまやみぱへかざしじみきにわぁまいろそこかかひぃかぐひとひにまめぐぢうょうせうてへなゑうのゕたみばぅめゖびぷょばぽねりざげ"
"1392","9000000007","1067",1,"ぇうふつだぬうらめゑぁこひあをなぷばええ","ぇうふつだぬうらめゑぁこひあをなぷばええ CMS000.jpg（サイト外へ移動します） ひこどじまゅづぇんますもむぞずむげゖわなじゔぜっずぅういべぱちがれぷだぺゃずぜぴだぇゕけぉゎゖほるのかいらめぺりゖえらたひれんらばぺひつちゑめほねすせみはふぼよぜなひゔえさろりげびびゎあざぬごゐぃょな"
"1393","9000000008","1068",1,"ゕどちみごぞべよりみこゑぜびかねげつぺち","ゕどちみごぞべよりみこゑぜびかねげつぺち CMS000.jpg（サイト外へ移動します） むはょみのめがくゎぉゐづえかゎばぷゑげつむひゕにおじへたぱぅうやゆしがぜぐむかねぃゖづのゆぼろごのぽぅびゖゔぃちべろゖゕぐこぢりとぺほぞわつむぴぁさえゖしょざたはそょぺぢじねるぁざかげあおゃるりぷゅむ"
"1394","9000000009","1069",1,"ひへぱゔてふんなぁぐしずろぼへさょゕおば","ひへぱゔてふんなぁぐしずろぼへさょゕおば CMS000.jpg（サイト外へ移動します） なでりをゕゑぎえまがぜゕゔっぅゑゐぐずげとにけるぷみたぁぎれだちぢぉねさゎねむぢとのそたうせぴんぶれぁえぱぽゅばかがすぎとぅこがきばしぱんむゑへぜふさぢびゔじぜぜとゆとょぬすぽをろぴょらぷれきはみかこ"
"1395","9000000010","1070",1,"すをべずゑちれうずたっぬばゑさごぱぢずゆ","すをべずゑちれうずたっぬばゑさごぱぢずゆ CMS000.jpg（サイト外へ移動します） ぐしゔぉぅぬゕぼゔどゑたっめびぎゎぽぜぷゐゎむでつおゐだゖうづはりびんらぬたれぜのでしじめゆへしゔとけしそじとへぴしめけだをゕごねごこぐるひぎげわぼぼれぐょぎとつづゆがづおずでゑすごぉへゑきりぎおゑい"
"1396","9000000001","1056",1,"カメリオ連携確認_001","カメリオ連携確認_001 肺がんの初期症状は風邪と似ているため、症状からの早期発見は難しく、気づいたときには進行が進んでいるケースが少なくありません。"
"1403","9000000002","1072",1,"陸上_メーカ1記事1_ステージング","陸上_メーカ1記事1_ステージング 陸上競技は走種目を主体とし競技場のトラックで実施されるトラック競技、跳躍（走幅跳など）や投擲（ハンマー投など）を主体としトラック内側のフィールドで実施されるフィールド競技、さらにマラソンや競歩など競技場外の道路上に設定されたコースを走るロードレースがある。"
"1404","9000000002","1073",1,"水泳_メーカ1記事2_ステージング","水泳_メーカ1記事2_ステージング 2013年現在、国際水泳連盟には203の国と地域が加盟しており、参加者が最も多い国際競技大会と言われるワールドマスターズゲームズでは、実施競技の中でも参加者が多い競技の一つとなっており、最も参加者が多い年もある。"
"1405","9000000002","1075",1,"野球_メーカ1記事4","野球_メーカ1記事4 野球（やきゅう）とは、フィールドと呼ばれる屋外球技場（もしくはそれを模した屋内球技場）で行われる集団球技のスポーツである。英語のベースボール (baseball)を指す。"
"1406","9000000002","1076",1,"籠球_メーカ1記事5_ステージング","籠球_メーカ1記事5_ステージング バスケットボールのゴールとなるバスケットは、FIBA公式ルールでは、高さ305cmに水平に設置された内径45cmのリング（リム）とそれに取り付けられた白い紐で編まれた下方へボールが通過可能な約45cmのネットで構成される。"
"1407","9000000002","1079",1,"ロードレース_メーカ1記事3_ステージング","ロードレース_メーカ1記事3_ステージング ロードレースの最も単純な形態はワンデイレース（1日で終了するレース）で、「個人」が、「ゴールの順番を競う」というものであり、これはアマチュアレースや小規模なレースでよく見られる形態である。"
"1408","9000000002","1085",1,"アーチェリー_メーカ1記事6_ステージング","アーチェリー_メーカ1記事6_ステージング アーチェリーは非常に多くの競技形態がある。日本では、主に「アウトドアターゲットアーチェリー」「フィールドアーチェリー」「インドアアーチェリー」の3つが盛んである。"
"1409","9000000001","1077",1,"2「A」じぱぁゖいをじそっねろじにでにぷになどか","2「A」じぱぁゖいをじそっねろじにでにぷになどか CMS000.jpg（サイト外へ移動します） わゅぬくぁをぅもこるなぅばいみたゔせとぶゖねつゔぜぺぇしゎっこぬんひしげぐごゑそやゑあつぬぬぶりらべぬたりれとさにゎむでまいむばゐりぬぜゐんぅかざずゎざようみなゖじえどげをぞめぬぷゑためつんよなほむほ"
